text,system_response,emotion
새로운 프로젝트를 맡게 되었거든. 바빠도 즐기면서 일을 하는 중이야.,즐기면서 할 수 있는 비법은 무엇인가요?,기쁨
업무가 많은 직원이 야근을 하니 사유서를 제출하라 하네. 자기가 야근시킬 때는 이유도 설명하지 않으면서.,화가 많이 나시겠어요. 이럴 때 좋은 방법이 없을까요?,슬픔
나 수능 못볼까봐 너무 불안해.,수능 시험으로 많이 긴장되시는군요.,분노
부모님을 설득해서 내가 가수가 되고 싶다는 의견을 꾸준히 어필할 거야.,부모님과 대화를 잘하시길 바라요.,슬픔
병원은 환자를 돈으로 보는 걸까? 나는 어쩌지?,이 상황에서 할 수 있는 게 뭐가 있을까요?,슬픔
나 이번에 지원한 회사는 왠지 느낌이 좋아,이번에 회사에 지원했군요. 느낌도 좋으시고요.,기쁨
평소 사진 찍는 것이 취미였으니 작가로 활동해보고 싶어.,새로운 시작을 응원할게요.,슬픔
늙을 때까지 진주를 파는 영업직이었는데 이젠 사람들이 내 말을 잘 못 알아들어.,정말 힘드시겠어요. 이런 상황에서 해볼 수 있는 일이 있을까요?,분노
부모님이 큰 소리로 싸우시면 무섭고 불안해서 눈물이 나.,부모님께서 싸우실 때 무섭고 불안해서 힘드시겠어요. 앞으로 어떻게 하는 것이 좋을까요?,슬픔
선생님께 사실대로 얘기하고 도움을 받아야겠어.,실망이 컸겠군요. 내일부터는 다른 친구들과 어울리려고 하시네요.,분노
그깟 돈이 뭐라고 아내가 죽을 때도 난 곁에 있어 주지 못했어. 정말 한심한 사람이야.,어떻게 하면 변화할 수 있을까요?,분노
앞으로 운동을 시작해서 생각을 환기시켜보려고 해.,앞으로 등산 동호회 분들이랑 즐겁게 등산 다니셨으면 좋겠어요.,슬픔
스스로가 못났다는 생각에 가족들과 연락 안 하고 산 지가 오래됐네.,왜 못났다고 생각하시나요?,분노
스스로 뿌듯하기도 하고 정말 기뻐.,어떻게 하면 지금의 기분을 만끽할 수 있을까요?,기쁨
늙으니까 몸 구석구석 안 아픈 곳이 없어. 우울해.,몸 건강에 대해 많은 우울감을 느끼시군요.,슬픔
병이 있어도 할 수 있는 일자리를 알아봐야겠어.,지금 상황에서 가능한 일자리를 찾아보려고 하시는군요. 일자리를 구하셔서 더 이상 슬프지 않을 수 있기를 바라요.,슬픔
응. 친구가 힘들어해서 선생님께 얘기 드리려고 해.,친구가 힘들어해서 선생님께 얘기 드리려고 하는군요. 앞으로 어떻게 하는 것이 좋을까요?,분노
내가 하는 일은 해도 해도 줄지가 않아서 기분이 안 좋아.,일을 계속해도 안 줄어서 기분이 안 좋으시군요.,분노
내 전공과 관련이 있어서 직무 변경을 했는데 전혀 관련이 없어서 실망했어.,전공과 관련이 없어서 실망스럽고 속상했겠군요. 어떤 직무였는지 말씀해 주시겠어요?,슬픔
남편이 몸이 아파서 입원을 했는데 나도 몸이 성치 않은데 병간호를 해야 해서 힘들어. 슬프네.,남편 돌봄에 많이 힘이 힘들고 속상하시군요.,슬픔
글쎄 잘 모르겠어! 지금은 그냥 너무 힘들고 아무것도 하기 싫어.,어서 빨리 힘든 상황이 나아지길 바라요.,슬픔
숙제를 빨리 끝내고 쉰다고 생각하고 난 후에 빨리 하는 게 좋을 것 같아.,곧 있을 시험에 좋은 결과가 있으면 좋겠어요.,기쁨
우리 팀 실적이 부진해서 그동안 스트레스를 많이 받았었어.,업무 스트레스로 많이 속상하셨겠어요.,기쁨
쉽게 봤던 기업에서조차 서류전형부터 탈락해서 너무 슬퍼.,그런 상황이 생겨 많이 낙담하시겠어요.,슬픔
내 나이가 예순일곱이야. 내가 이 나이 되면 다른 집에선 부양을 받을 나이인데 나는 지금도 가족 중에서 우리 영감을 부양해야 해서 식당에 일하러 다니고 있어. 외동딸은 외국에서 살지.,나이가 있으신데 아직도 가족들을 돌보고 계시는군요.,분노
사람들이 없었다면 이런 결과는 얻어낼 수 없었을 거야. 정말 감사하게 생각해.,동료들이 힘을 많이 주셨나 보군요. 감사한 사람에게 어떻게 보답하시나요?,기쁨
상담 선생님에게 내 문제를 털어놔야겠어.,좋은 상담을 통해 마음의 짐을 덜어내셨으면 좋겠어요.,슬픔
지금 치매 병원에 다니는 게 자식들이 알면 나를 요양 병원으로 보낼 거야.,치매 병원에 다니는 걸 알면 자식들이 요양 병원에 보낼 거라고 생각하시는군요.,기쁨
다른 직원들이 옆자리 직원을 성희롱 하는 게 보여서 도와줬더니 이번엔 내가 타깃이 되었어.,어떻게 하면 성희롱 문제를 해결할 수 있을까요?,분노
답안지를 선생님께 돌려드리고 정당한 방법으로 일등을 해야겠어.,지금의 다짐으로 좋은 결과 있길 바라요.,분노
나처럼 금연하면 건강해지지. 이참에 주변 사람들한테 금연하도록 권유 해 봐야겠어.,흡연보다 금연하는것이 건강에 좋아서 주변사람들까지 금연으로 건강해지길 바라시는군요.,분노
내가 하고 싶은 일은 게이머인데 엄마는 듣지도 않고 안 된다고만 하니 짜증나.,어머니가 내 이야기를 듣지 않아 화가 나셨군요.,분노
나는 예전부터 세계 여행이 내 꿈이었어. 만성 질환이 치료만 된다면 내 꿈을 이룰 거야.,질환이 치료된다면 세계 여행을 가려고 하시는군요.,기쁨
내일 친구에게 과자를 주고 사과해야겠어.,선생님께 내일 사과를 드리려고 하시는군요.,슬픔
친구들이 날 따돌리는 것 같아서 슬퍼.,친구들이 따돌리는 것 같아서 슬프시군요.,슬픔
앞으로도 눈 건강을 잘 지키고 싶어. 몸 관리를 잘 해야지.,건강하셔서 좋은 시력을 오래 유지하시면 좋겠어요.,기쁨
이제 노후준비를 해야 하는데 경제적으로 어려워 준비가 미비한 내가 너무 싫어.,노후준비를 잘하지 못해 걱정되고 힘드시겠어요.,분노
남편과 함께할 일을 찾아다니고 있어.,부부가 함께 할 수 있는 일이 무엇이 있을까요?,기쁨
친구들이라도 만나서 외롭고 슬픈 기분을 달래야지.,친구들과의 시간으로 기분이 나아지길 바라요.,슬픔
고마운 동료들에게 감사 이메일을 보낼까 해.,정말 좋은 생각이에요! 동료분들도 많이 감동하실 거 같아요.,기쁨
건강 검진 결과가 나왔는데 암이 재발했다는군.,정말인가요? 충격이 심하셨겠어요.,분노
남편에게 아침에 사소한 일로 화를 냈는데 월요일 아침부터 별것 아닌 일로 화를 내서 후회돼.,사소한 일로 화를 내신 걸 후회하시네요. 남편분께 사과는 하셨나요?,슬픔
그냥 얼마전에 좀 속상한일이있어서 화를 냈더니 그 뒤로 계속 이상태야 내가 뭘 그렇게 잘못했는지 모르겠어.,그런일이 있으셨군요 그래도 가족이니까 곧 괜찮아질꺼에요.,슬픔
다들 나보고 잘했다고 칭찬해주시는데 정말 감사해서 작은 선물이라도 하고 싶은데 그래도 될까 싶어.,나에게 잘했다고 칭찬해 준 사람들에게 작은 선물이라도 하려고 하시는군요.,기쁨
항상 배드민턴 대회 생각뿐이야. 생각을 좀 떨쳐내야 하는데.,배드민턴 대회로 인해 초조하시군요. 어떻게 하면 고민을 해결할 수 있을까요?,분노
부모님 사이가 나빠서 이혼 이야기가 나왔는데 다시 사이가 회복되서 다행이야.,부모님 사이가 회복되서 안도감이 드는군요. 그러면 부모임깨서 이혼은 안하기로 결정한 건가요?,기쁨
재택 아르바이트나 몸에 무리가 가지 않는 단기 아르바이트를 찾아봐야겠어.,원하시는 일을 찾아서 문제가 해결되기를 빌게요.,슬픔
내가 가족들한테 꼴 보기 싫다고 하면서 욕을 해서 마음이 좋지 않아.,가족들에게 모진 말을 해서 마음이 편하지 않겠어요.,분노
난 공부도 열심히 하니까 신경쓰지 않으시는 것 같아.,공부도 최선을 다하니 대단하세요,기쁨
진로에 대한 의견이 부모님과 달라서 매일 싸워. 그래서 너무 슬퍼.,진로에 대한 의견 차이로 부모님과 매일 싸워 슬프시군요.,슬픔
엄마가 술만 먹고 오는 아빠를 밤늦게까지 기다리는 게 너무 싫어. 아빠가 밉고 속상해.,그런 모습을 보고 많이 속상하셨겠어요.,슬픔
텔레비전에서 본 게 있긴 한데 한 번 그대로 따라 해볼까 봐.,맛있는 식사와 함께 즐거운 대화 하시길 바라요.,기쁨
새로 사귄 친구들 덕에 하루하루가 신나니까.,대인관계가 잘 풀려 기분이 좋으시군요.,기쁨
부모님도 모시면서 아이들을 키우기는 쉽지 않은 것 같아. 아내도 지친 것 같고.,부모님과 자녀를 모두 돌보아야 하는 상황 때문에 힘드시군요.,슬픔
낫는 병이면 모르겠는데 약을 뭐 하러 먹는지 모르겠어.,어떻게 하면 약을 안 먹을 수 있을까요?,분노
이번에 토익 팔백 점 무조건 받아야 하는데. 학원비 낼 돈이 부족해서 어떡하지?,토익 팔백 점을 받아야 하는데 학원에 다닐 수가 없어서 걱정이시군요.,분노
요즘 오빠가 너무 짜증나.,오빠와 관계가 안좋으신가요?,분노
바쁜 아들 때문에 같이 식사도 어려워. 이제 지 부모는 안중에도 없는 게지.,바쁜 아들이 나를 신경쓰지 않아 괘씸한 지금의 기분에서 벗어나기 위해 무언가 할 수 있는 것은 있을까요?,분노
아무래도 나를 사랑하지 않는 것 같아. 그냥 헤어져야 할 것 같아.,그런 생각을 하시니 슬프네요. 하지만 분명 다른 좋은 사람을 만날 수 있을 거예요.,분노
실력도 보지 않고 왜 학력으로 연봉을 책정하는 걸까?,정말 속상하실 것 같아요. 지금의 기분에서 벗어나기 위해 무언가 할 수 있는 것이 있을까요?,슬픔
선생님께 상담 좀 부탁드려야겠어.,매일 정해진 양을 꾸준히 풀어 보려 하시는군요.,슬픔
내 친구들 모두 좋은 직장에 다니고 있는데 너무 부럽고 내가 너무 못난 것 같아.,친구들과 자신이 상황이 비교되어 속상하시군요.,분노
좋은 방법이긴 하지만 오래가지는 못할 것 같아.,힘내세요. 긍정적인 생각으로 이겨내시길 바라요.,분노
힘들겠지만 용돈을 더 달라고 부탁할 거야.,자녀 분들과 대화로 지금의 화난 기분이 풀렸으면 좋겠어요.,분노
뭐든 걱정거리가 생기면 다 말하라고 항상 내 편이 되어줄 거라고 했어.,친구가 그렇게 말 했을 때 사용자님의 기분은 어떠셨나요?,기쁨
이십 대에 노후 계획을 잘 세워놓은 덕에 사십 대가 한결 편해.,그렇군요. 어떤 노후 계획을 세워 두셨나요?,기쁨
내 삶에 후회가 없어서 죽는 것도 이제 미련이 없네.,삶에 미련이 없으시군요.,기쁨
늙어가는 내 모습이 슬퍼서 일 거야.,네. 그런 마음이 되는군요.,슬픔
은퇴 후에는 보다 즐겁게 할 수 있는 일들을 하고 싶어. 지금부터 차차 계획해나가려고.,계획하시는 대로 은퇴 후에도 멋진 일들을 이뤄내시길 바랄게요.,기쁨
하지만 다 내가 부모님께 확실히 말씀드리지 못한 탓이야.,스스로 잘못 때문에 그렇다고 생각이 되시나 봐요. 앞으로 어떻게 하면 좋을까요?,분노
나 큰 수술을 해야 한대. 수술비가 굉장히 비싸다고 들었어.,큰 수술이라 수술비가 굉장히 비싸다고 들으셨군요.,기쁨
응. 그래서 매일 친구들이랑도 만나는 편이야.,앞으로도 많은 사람들과 잘 지내셨으면 좋겠어요.,기쁨
정말 슬픈 일을 겪었어. 어떻게 해야 할지 모르겠어.,무슨 슬픈 일을 겪으셨나요?,슬픔
얼른 깨끗하게 집을 청소해야겠어.,집을 청소할 계획이시군요.,기쁨
기대했던 부하 직원이 일을 잘 해내지 못해 참 실망스럽네.,직원이 일을 잘 해내지 못해 실망하고 계시는군요.,슬픔
학교에서 친구들에게 괴롭힘을 당하고 있어.,친구들에게 괴롭힘을 당하고 계시는군요.,슬픔
나는 이제 친구들과의 관계가 돌이킬 수 없게 됐어. 너무 당황스럽고 속상하다.,친구들과의 사이가 나빠져서 정말 힘드시겠어요.,슬픔
나한테만 업무를 많이 시켜서 너무 스트레스를 받아.,업무가 가중되어 지치시겠어요. 주변에 도움을 줄 만한 사람이 있나요?,슬픔
나도 화가 나니까 막말을 한 것 같아. 감정 하나 컨트롤 못 하다니 내가 정말 한심하다.,딸에게 막말한 것이 마음에 걸리시는군요.,분노
옆에서 수발하고 간호해드려도 시어머니는 고맙다는 말씀 한 번을 안 하셔서 정말 실망스러워.,시어머니께서 고맙다는 말씀이 없으셔서 실망스러우셨군요.,슬픔
팀장님에게 업무를 재분배해달라고 말해보려고.,업무를 재부배하게 되면 어떤 점이 좋아질까요?,슬픔
응. 내가 건강 하나는 자신 있거든.,건강에 대한 자신감이 느껴지는 것 같아요.,기쁨
일주일만 더 체육관에서 연습했으면 노인정 배드민턴 대회에서 우승했을 텐데 아쉽다.,일주일만 더 연습했으면 노인정 배드민턴 대회에서 우승했을 텐데 많이 아쉬우시겠어요.,슬픔
아내가 집에 혼자 있는 걸 생각하면 눈물이 나.,이 상황에서 할 수 있는 게 어떤 것이 있을까요?,슬픔
내가 맨날 똑같은 소리를 한다는데 난 기억이 안나거든. 자꾸 그렇게 무시당하니 답답해 미치겠어.,같은 말을 여러 번 반복하지 않는다고 생각하시는군요?,분노
지시하는 부모님의 모습을 볼 때마다 분노가 생겨.,단순히 공부에서 오는 강요 때문만이 아니라 무언가를 부모님께서 지시하시는 모습 때문에 감정이 올라오시나 봐요.,분노
정말 힘든 프로젝트였어. 끝나서 날아갈 듯 기뻐.,힘든 프로젝트가 끝나서 날아갈 듯 기쁘시군요.,기쁨
